chr start end symbol
8 103216728 103251059 RRM2B*
8 67341248 67342968 RRS1
8 67331821 67341212 RRS1-AS1
8 108911543 109095431 RSPO2
8 108911543 109094167 RSPO2*
8 108911543 109095848 RSPO2**
8 92967194 93111916 RUNX1T1
8 92967199 93107458 RUNX1T1*
8 92967199 93107706 RUNX1T1**
8 92967194 93115454 RUNX1T1***
8 92967194 93107882 RUNX1T1****
8 92967199 93074862 RUNX1T1*****
8 92967194 93107490 RUNX1T1******
8 92967194 93029908 RUNX1T1*******
8 92967199 93115613 RUNX1T1********
8 119352980 119634202 SAMD12
8 119201706 119634202 SAMD12*
8 119144063 119634202 SAMD12**
8 119390222 119634202 SAMD12***
8 119633239 119738306 SAMD12-AS1
8 29920527 29940724 SARAF
8 29920518 29940580 SARAF*
8 56361756 56367881 SBF1P1
8 73976777 74005407 SBSPON
8 27491576 27534286 SCARA3
8 27491418 27530535 SCARA3*
8 27727399 27850190 SCARA5
8 144873094 144897943 SCRIB
8 145554227 145560144 SCRT1
8 145490441 145492469 SCX
8 145321355 145323383 SCX*
8 26236775 26240469 SDAD1P1
8 97506040 97624018 SDC2
8 59465819 59495417 SDCBP
8 59465727 59495419 SDCBP*
8 59465482 59495419 SDCBP**
8 57212206 57233335 SDR16C5
8 57287276 57303269 SDR16C6P
8 41119480 41166992 SFRP1
8 22019310 22021991 SFTPC
8 22014895 22021991 SFTPC*
8 22015991 22021991 SFTPC**
8 13942353 15095940 SGCZ
8 67625015 67774257 SGK3
8 67687415 67774257 SGK3*
8 67687439 67774257 SGK3**
8 19171080 19253729 SH2D4A
8 19171486 19253729 SH2D4A*
8 19171203 19253729 SH2D4A**
8 145153539 145158676 SHARPIN
8 40190691 40200882 SIRLNT
8 134048972 134114846 SLA
8 134048972 134072599 SLA*
8 82605865 82607293 SLC10A5
8 20002365 20040647 SLC18A1
8 20002365 20040717 SLC18A1*
8 42273992 42397097 SLC20A2
8 42273992 42358749 SLC20A2*
8 42273979 42396655 SLC20A2**
8 104410865 104427335 SLC25A32
8 104410865 104427563 SLC25A32*
8 23386468 23432976 SLC25A37
8 92261546 92410382 SLC26A7
8 92221723 92410382 SLC26A7*
8 92261546 92406946 SLC26A7**
8 118147233 118188953 SLC30A8
8 117963189 118188953 SLC30A8*
8 117962455 118188953 SLC30A8**
8 117963213 118188953 SLC30A8***
8 11188520 11189869 SLC35G5
8 22224790 22280249 SLC39A14
8 22250348 22280249 SLC39A14*
8 22224790 22291640 SLC39A14**
8 22225050 22280249 SLC39A14***
8 145637797 145638969 SLC39A4
8 145637797 145642228 SLC39A4*
8 145637797 145641833 SLC39A4**
8 142222026 142238673 SLC45A4
8 142217264 142238673 SLC45A4*
8 142217272 142318387 SLC45A4**
8 145582211 145584932 SLC52A2
8 145582272 145584932 SLC52A2*
8 87226292 87242610 SLC7A13
8 17354596 17428075 SLC7A2
8 17396285 17428075 SLC7A2*
8 70584567 70745404 SLCO5A1
8 70579281 70745590 SLCO5A1*
8 70579281 70747213 SLCO5A1**
8 143822366 143823824 SLURP1
8 143845755 143851246 SLURP2
8 123426565 123580883 SMILR
8 30496096 30503581 SMIM18
8 42396727 42410338 SMIM19
8 42396290 42410338 SMIM19*
8 145104298 145104960 SMPD5
8 49830156 49833988 SNAI2
8 67833924 67837776 SNHG6
8 56815281 56815414 SNORA1B
8 99054313 99054445 SNORA72
8 11562870 11563067 SNORA99
8 33370992 33371096 SNORD13
8 144588354 144588418 SNORD149
8 118933094 118933152 SNORD168
8 104321205 104321309 SNORD173
8 38876134 38876204 SNORD38D
8 20472339 20472437 SNORD3F
8 98370492 98370702 SNORD3H
8 8916048 8916140 SNORD3I
8 56986397 56986460 SNORD54
8 41284173 41284246 SNORD65B
8 101016809 101016879 SNORD77B
8 67834708 67834784 SNORD87
8 121547995 121824286 SNTB1
8 50823966 51709252 SNTG1
8 50823966 51621738 SNTG1*
8 51076690 51621743 SNTG1**
8 50822355 51709252 SNTG1***
8 50822355 51621738 SNTG1****
8 82711817 82754420 SNX16
8 82711817 82754521 SNX16*
8 101585101 101630633 SNX31
8 101585116 101661893 SNX31*
8 22409439 22433301 SORBS3
8 22423241 22433301 SORBS3*
8 55370494 55373452 SOX17
8 10581277 10588021 SOX7
8 101170814 101254132 SPAG1
8 101170265 101254132 SPAG1*
8 7705529 7721319 SPAG11A
8 7705529 7718504 SPAG11A*
8 7308084 7309887 SPAG11B
8 7318786 7321192 SPAG11B*
8 7705401 7707807 SPAG11B**
8 7305275 7321192 SPAG11B***
8 7308085 7321192 SPAG11B****
8 145086447 145102015 SPATC1
8 48173469 48648563 SPIDR
8 48566649 48648563 SPIDR*
8 48572225 48648563 SPIDR**
8 48173529 48648868 SPIDR***
8 126010746 126034525 SQLE
8 96959212 96960576 SRSF3P2
8 53023391 53162057 ST18
8 53023391 53322439 ST18*
8 53023391 53167052 ST18**
8 53023391 53161204 ST18***
8 53316260 53322316 ST18****
8 53316260 53322439 ST18*****
8 53141078 53322439 ST18******
8 53141078 53161204 ST18*******
8 134467090 134584130 ST3GAL1
8 38000217 38008470 STAR
8 74461836 74659162 STAU2
8 74332603 74659162 STAU2*
8 74332603 74659075 STAU2**
8 74461836 74659943 STAU2***
8 74332308 74353753 STAU2-AS1
8 23699441 23712319 STC1
8 99466860 99837916 STK3
8 99466860 99954838 STK3*
8 99466858 99837899 STK3**
8 80523351 80578393 STMN2
8 27092824 27115921 STMN4
8 70378858 70573147 SULF1
8 70405081 70573147 SULF1*
8 70379015 70573147 SULF1**
8 70505134 70573147 SULF1***
8 110586404 110704020 SYBU
8 110586207 110703829 SYBU*
8 110586404 110693234 SYBU**
8 110586207 110615688 SYBU***
8 110586207 110661031 SYBU****
8 110586207 110657051 SYBU*****
8 110586404 110657822 SYBU******
8 110586404 110661132 SYBU*******
8 110586404 110655419 SYBU********
8 110586207 110693195 SYBU*********
8 110586207 110620291 SYBU**********
8 38662967 38686088 TACC1
8 38662967 38710546 TACC1*
8 38644753 38686088 TACC1**
8 38644753 38710546 TACC1***
8 38614792 38710546 TACC1****
8 38586099 38710546 TACC1*****
8 38645623 38710546 TACC1******
8 38586099 38609169 TACC1*******
8 38586099 38686088 TACC1********
8 120743013 120845081 TAF2
8 125500739 125551326 TATDN1
8 125500735 125551329 TATDN1*
8 124084946 124164392 TBC1D31
8 124085488 124164392 TBC1D31*
8 124084946 124177413 TBC1D31**
8 54879115 54935008 TCEA1
8 67858735 67874826 TCF24
8 40011000 40012829 TCIM
8 11197145 11225961 TDH
8 439945 494834 TDRP
8 439945 495780 TDRP*
8 73921098 73960358 TERF1
8 30706242 30746222 TEX15
8 30689059 30770524 TEX15*
8 133879202 134147143 TG
8 56686004 56739004 TGS1
8 42691816 42698468 THAP1
8 42691816 42698474 THAP1*
8 143808640 143818345 THEM6
8 144680000 144685394 TIGD5
8 38846326 38854028 TM2D2
8 146220250 146224283 TMED10P1
8 145576887 145578591 TMEM249
8 145576885 145579269 TMEM249*
8 91634227 91658311 TMEM64
8 91634222 91658133 TMEM64*
8 125323158 125384940 TMEM65
8 94767121 94831466 TMEM67
8 94767071 94830347 TMEM67*
8 94767121 94830349 TMEM67**
8 56651317 56685937 TMEM68
8 56673333 56685937 TMEM68*
8 74888376 74895018 TMEM70
8 74888429 74895018 TMEM70*
8 133722186 133772828 TMEM71
8 133718084 133772828 TMEM71*
8 133722186 133788245 TMEM71**
8 109619078 109799823 TMEM74
8 109791202 109799823 TMEM74*
8 128958804 128960969 TMEM75
8 23047965 23082615 TNFRSF10A
8 22877648 22926544 TNFRSF10B
8 22960433 22974958 TNFRSF10C
8 22993100 23021540 TNFRSF10D
8 119935795 119964124 TNFRSF11B
8 9413421 9639856 TNKS
8 145654157 145669823 TONSL
8 145660550 145665276 TONSL-AS1
8 144391496 144442147 TOP1MT
8 144391496 144417050 TOP1MT*
8 59717970 60031706 TOX
8 95938199 95961606 TP53INP1
8 80946980 81083799 TPD52
8 80947102 81083799 TPD52*
8 80946980 80993065 TPD52**
8 80947102 80993066 TPD52***
8 80946980 81083356 TPD52****
8 71485452 71520651 TRAM1
8 71485452 71519904 TRAM1*
8 140739967 141467843 TRAPPC9
8 140739967 141468678 TRAPPC9*
8 110098813 110133794 TRHR
8 126442599 126450644 TRIB1
8 126444450 126450647 TRIB1*
8 27142402 27168789 TRIM35
8 67039363 67087718 TRIM55
8 93895761 93978372 TRIQK
8 93895757 93978372 TRIQK*
8 93895761 93977817 TRIQK**
8 125463060 125465266 TRMT12
8 12869772 12887284 TRMT9B
8 12803181 12887284 TRMT9B*
8 72933484 72987819 TRPA1
8 116420723 116681202 TRPS1
8 116420723 116680240 TRPS1*
8 143350815 143484543 TSNARE1
8 143293440 143484543 TSNARE1*
8 143381229 143484543 TSNARE1**
8 98285715 98290156 TSPYL5
8 33356239 33370653 TTI2
8 63972047 63998612 TTPA
8 15397771 15624147 TUSC3
8 15397771 15618176 TUSC3*
8 15397595 15624158 TUSC3**
8 48920990 48977268 UBE2V2
8 74698453 74791097 UBE2W
8 74692330 74791097 UBE2W*
8 103264501 103424928 UBR5
8 103264501 103424917 UBR5*
8 103251678 103264402 UBR5-AS1
8 59323919 59364060 UBXN2B
8 59323822 59347665 UBXN2B*
8 30601681 30624520 UBXN8
8 30601680 30624520 UBXN8*
8 35401909 35654068 UNC5D
8 35092992 35654058 UNC5D*
8 97235174 97247773 UQCRB
8 7189908 7191501 USP17L1
8 11994676 11996269 USP17L2
8 7833914 7835507 USP17L3
8 7194636 7196229 USP17L4
8 11989925 11991608 USP17L7
8 7829182 7830775 USP17L8
8 117778762 117786921 UTP23
8 67540721 67579466 VCPIP1
8 42249397 42263455 VDAC3
8 42249278 42263455 VDAC3*
8 95523205 95565746 VIRMA
8 95499917 95565697 VIRMA*
8 100025501 100133987 VPS13B
8 100025501 100222015 VPS13B*
8 100025501 100889808 VPS13B**
8 145648983 145653946 VPS28
8 145648999 145653931 VPS28*
8 17104466 17155533 VPS37A
8 17104400 17155533 VPS37A*
8 17104466 17190964 VPS37A**
8 67405800 67430759 VXN
8 126036502 126104061 WASHC5
8 126036502 126104034 WASHC5*
8 145162641 145173220 WDR97
8 30891325 31033653 WRN
8 87354775 87480732 WWP1
8 56014587 56454613 XKR4
8 6666040 6693046 XKR5
8 10753554 11059342 XKR6
8 10969230 11058875 XKR6*
8 71581573 71648177 XKR9
8 21777172 21864096 XPO7
8 64081111 64125346 YTHDF3
8 64081561 64125346 YTHDF3*
8 64081185 64125346 YTHDF3**
8 64081179 64125344 YTHDF3***
8 64080283 64081001 YTHDF3-AS1
8 101930803 101965221 YWHAZ
8 101928750 101964248 YWHAZ*
8 101928750 101962799 YWHAZ**
8 101928750 101963540 YWHAZ***
8 101928750 101965610 YWHAZ****
8 81398447 81438500 ZBTB10
8 81397827 81438500 ZBTB10*
8 81398460 81438500 ZBTB10**
8 79578323 79631997 ZC2HC1A
8 144519828 144623617 ZC3H3
8 17014672 17080241 ZDHHC2
8 17013990 17082308 ZDHHC2*
8 82615148 82633539 ZFAND1
8 82613565 82633539 ZFAND1*
8 82613572 82633535 ZFAND1**
8 135490030 135725274 ZFAT
8 135490030 135708798 ZFAT*
8 135610313 135612932 ZFAT-AS1
8 77593481 77779517 ZFHX4
8 77523113 77595510 ZFHX4-AS1
8 144329108 144335761 ZFP41
8 144329108 144344875 ZFP41*
8 106330665 106816767 ZFPM2
8 106331770 106816767 ZFPM2*
8 106792637 107072731 ZFPM2-AS1
8 124260689 124286727 ZHX1
8 124260695 124286526 ZHX1*
8 124260689 124287781 ZHX1**
8 124238430 124286526 ZHX1-C8orf76
8 123793893 123986750 ZHX2
8 40388110 40755345 ZMAT4
8 146155743 146176266 ZNF16
8 146102339 146126838 ZNF250
8 146102339 146127562 ZNF250*
8 146102339 146125690 ZNF250**
8 145946293 145980916 ZNF251
8 146198974 146228285 ZNF252P
8 146228196 146231432 ZNF252P-AS1
8 145997608 146012730 ZNF34
8 145997608 146012702 ZNF34*
8 28203106 28243977 ZNF395
8 146024297 146035469 ZNF517
8 146024297 146038427 ZNF517*
8 125985536 125991630 ZNF572
8 182199 197340 ZNF596
8 182136 197340 ZNF596*
8 182455 197339 ZNF596**
8 144718188 144735900 ZNF623
8 144718331 144735900 ZNF623*
8 144731953 144735900 ZNF623**
8 144373586 144382120 ZNF696
8 146052944 146069157 ZNF7
8 146052902 146068607 ZNF7*
8 146052944 146072893 ZNF7**
8 37553299 37557537 ZNF703
8 81540685 81786703 ZNF704
8 81540685 81787016 ZNF704*
8 7783858 7809935 ZNF705B
8 11946846 11973025 ZNF705D
8 7213038 7243080 ZNF705G
8 102209265 102218292 ZNF706
8 102209265 102217960 ZNF706*
8 102209281 102217901 ZNF706**
8 144766648 144777555 ZNF707
8 102179032 102182467 ZNNT1
9 107543286 107690436 ABCA1
9 139901685 139922689 ABCA2
9 139901685 139923374 ABCA2*
9 74477367 74526161 ABHD17B
9 74480067 74526109 ABHD17B*
9 111696679 111703234 ABITRAM
9 133589267 133763062 ABL1
9 133710640 133763062 ABL1*
9 136125787 136150617 ABO
9 19409006 19452502 ACER2
9 32384640 32454766 ACO1
9 32384600 32450832 ACO1*
9 111624545 111626036 ACTL7A
9 111616868 111618266 ACTL7B
9 136287486 136324508 ADAMTS13
9 136279456 136324508 ADAMTS13*
9 18474150 18684952 ADAMTSL1
9 18474150 18910947 ADAMTSL1*
9 136397285 136440641 ADAMTSL2
9 136399825 136440641 ADAMTSL2*
9 139567594 139581909 AGPAT2
9 88161453 88356869 AGTPBP1
9 88161453 88356944 AGTPBP1*
9 133971862 133998539 AIF1L
9 133971917 133998531 AIF1L*
9 139736929 139741797 AJM1
9 130628764 130635759 AK1
9 130628758 130641900 AK1*
9 130628764 130639954 AK1**
9 4709555 4726227 AK3
9 4709555 4741799 AK3*
9 4709555 4742043 AK3**
9 4709555 4741202 AK3***
9 135600964 135753671 AK8
9 135600964 135754433 AK8*
9 117096435 117150262 AKNA
9 117098406 117156685 AKNA*
9 116148591 116163618 ALAD
9 116148591 116163400 ALAD*
9 116148591 116163564 ALAD**
9 75515586 75567969 ALDH1A1
9 38392698 38398657 ALDH1B1
9 104182841 104198056 ALDOB
9 101978706 101984224 ALG2
9 116822407 116840580 AMBP
9 140069235 140083012 ANAPC2
9 129849626 129884914 ANGPTL2
9 38571360 38620593 ANKRD18A
9 33524248 33575440 ANKRD18B
9 99918174 100001024 ANKRD18CP
9 95571892 95600739 ANKRD19P
9 67926376 67969840 ANKRD20A1
9 69381811 69481660 ANKRD20A4-ANKRD20A20P
9 101494290 101558837 ANKS6
9 100745622 100778224 ANP32B
9 75766780 75785309 ANXA1
9 33624222 33625532 ANXA2P2
9 97521930 97849500 AOPEP
9 97488980 97695955 AOPEP*
9 97488950 97849500 AOPEP**
9 72042447 72287287 APBA1
9 32972613 33001626 APTX
9 32972613 33025118 APTX*
9 32972603 33001639 APTX**
9 32972603 33001574 APTX***
9 32972603 33001610 APTX****
9 33441159 33447591 AQP3
9 33383190 33402566 AQP7
9 33384947 33402680 AQP7*
9 67270214 67289492 AQP7P1
9 42858151 42893137 AQP7P3
9 67254267 67289251 AQP7P3*
9 35659339 35665192 ARHGEF39
9 34621045 34628083 ARID3C
9 34621045 34629052 ARID3C*
9 127624408 127640012 ARPC5L
9 140500091 140509812 ARRDC1
9 140500137 140509812 ARRDC1*
9 140509783 140512981 ARRDC1-AS1
9 140509783 140513347 ARRDC1-AS1*
9 132396883 132404430 ASB6
9 132396882 132404448 ASB6*
9 95218488 95244788 ASPN
9 133320093 133376661 ASS1
9 133320347 133376661 ASS1*
9 119185390 120177335 ASTN2
9 119373122 119449542 ASTN2*
9 119187503 119449542 ASTN2**
9 119187503 119449494 ASTN2***
9 119266561 119324572 ASTN2-AS1
9 117350048 117361159 ATP6V1G1
9 35406751 35451105 ATP8B5P
9 35406751 35483026 ATP8B5P*
9 93976096 94124251 AUH
9 93976106 94124200 AUH*
9 123555773 123564006 B3GNT10
9 33104074 33167334 B4GALT1
9 33110639 33167334 B4GALT1*
9 33110639 33167157 B4GALT1**
9 33166945 33179981 B4GALT1-AS1
9 33167856 33179981 B4GALT1-AS1*
9 104122698 104145846 BAAT
9 104122698 104147288 BAAT*
9 104122698 104146155 BAAT**
9 33252469 33264706 BAG1
9 71911596 71921972 BANCR
9 135457992 135465639 BARHL1
9 96713908 96717637 BARX1
9 96718115 96720204 BARX1-DT
9 95473644 95527115 BICD2
9 67324218 67340165 BMS1P14
9 16409500 16870668 BNC2
9 16726811 16727522 BNC2-AS1
9 136895445 136933148 BRD3
9 136890602 136896709 BRD3OS
9 136890597 136895582 BRD3OS*
9 121928906 122131713 BRINP1
9 116111820 116133502 BSPRY
9 123714613 123837143 C5
9 123714613 123812553 C5*
9 123761950 123812553 C5**
9 123704529 123715109 C5-OT1
9 139839694 139841427 C8G
9 132083294 132084882 C9orf106
9 138387026 138391715 C9orf116
9 96091769 96108585 C9orf129
9 35041091 35045988 C9orf131
9 35042236 35045982 C9orf131*
9 72435732 72521143 C9orf135
9 72435732 72473095 C9orf135*
9 72434320 72435655 C9orf135-DT
9 139921915 139931234 C9orf139
9 115214077 115249924 C9orf147
9 112961844 112970439 C9orf152
9 88835179 88870948 C9orf153
9 88835179 88874572 C9orf153*
9 130922543 130926203 C9orf16
9 139377461 139380519 C9orf163
9 34379017 34381587 C9orf24
9 34379017 34397808 C9orf24*
9 77561498 77567828 C9orf40
9 116173026 116191968 C9orf43
9 91605777 91611057 C9orf47
9 132374503 132383055 C9orf50
9 74666293 74675529 C9orf57
9 138235094 138238404 C9orf62
9 86553226 86571901 C9orf64
9 86553226 86571657 C9orf64*
9 27560421 27573864 C9orf72
9 27546543 27573864 C9orf72*
9 27546543 27573479 C9orf72**
9 132589568 132597554 C9orf78
9 74526554 74588371 C9orf85
9 74526554 74600973 C9orf85*
9 16203932 16276311 C9orf92
9 35673924 35681154 CA9
9 26840682 26892800 CAAP1
9 26840682 26892826 CAAP1*
9 136325086 136335909 CACFD1
9 136325099 136335966 CACFD1*
9 136325099 136335970 CACFD1**
9 140772233 141019069 CACNA1B
9 138700332 138799392 CAMSAP1
9 95858498 95875565 CARD19
9 139258407 139268121 CARD9
9 77595705 77643209 CARNMT1
9 77595709 77642067 CARNMT1*
9 77595709 77643346 CARNMT1**
9 77567880 77612296 CARNMT1-AS1
9 103340360 103350669 CAVIN4
9 121037 179075 CBWD1
9 120836 179056 CBWD1*
9 70856898 70914951 CBWD3
9 69204514 69262536 CBWD3*
9 69256633 69262630 CBWD5
9 70432003 70490211 CBWD5*
9 70484215 70490211 CBWD5**
9 70856804 70862784 CBWD5***
9 70432003 70490171 CBWD5****
9 70432003 70490117 CBWD5*****
9 69204537 69262593 CBWD6
9 35658288 35661505 CCDC107
9 35658286 35661500 CCDC107*
9 15553040 15974035 CCDC171
9 15563975 15974037 CCDC171*
9 100069618 100108103 CCDC180
9 100069940 100141033 CCDC180*
9 139690789 139702193 CCDC183
9 139698378 139703300 CCDC183-AS1
9 139141818 139166855 CCDC187
9 36169384 36171331 CCIN
9 34689566 34691273 CCL19
9 34709001 34710133 CCL21
9 34661886 34662654 CCL27
9 5450541 5470554 CD274
9 5450502 5470567 CD274*
9 5450541 5463238 CD274**
9 35609978 35618410 CD72
9 99276684 99329113 CDC14B
9 99262394 99329113 CDC14B*
9 99262389 99329258 CDC14B**
9 99262394 99382125 CDC14B***
9 99276684 99382125 CDC14B****
9 116029271 116037852 CDC26
9 4679568 4708398 CDC37L1
9 4676600 4679480 CDC37L1-DT
9 90581358 90589448 CDK20
9 90581358 90589695 CDK20*
9 123151152 123342445 CDK5RAP2
9 123151146 123342448 CDK5RAP2*
9 130548312 130553064 CDK9
9 21967750 21995323 CDKN2A
9 21967750 21974856 CDKN2A*
9 21967750 21994391 CDKN2A**
9 21967137 21967753 CDKN2A-DT
9 22002901 22009304 CDKN2B
9 22002901 22009312 CDKN2B*
9 21994789 22121093 CDKN2B-AS1
9 21994789 22077889 CDKN2B-AS1*
9 135937367 135947248 CEL
9 135957925 135962478 CELP
9 74298281 74383429 CEMIP2
9 95088234 95382809 CENPP
9 95362538 95377437 CENPP*
9 95087749 95377437 CENPP**
9 80850990 80894606 CEP78
9 80850990 80881991 CEP78*
9 14719723 14722731 CER1
9 131183135 131199625 CERCAM
9 131181438 131199630 CERCAM*
9 130469266 130478281 CFAP157
9 135285597 135448706 CFAP77
9 33265046 33282068 CHMP5
9 33264876 33282067 CHMP5*
9 130928343 130953851 CIZ1
9 130928343 130966501 CIZ1*
9 130928343 130954383 CIZ1**
9 91926109 91931618 CKS2
9 139889059 139891020 CLIC3
9 36190917 36212056 CLTA
9 36190852 36212059 CLTA*
9 34551430 34589722 CNTFR
9 34551429 34590138 CNTFR*
9 34568009 34583070 CNTFR-AS1
9 17135037 17503921 CNTLN
9 17135037 17302044 CNTLN*
9 17135037 17168569 CNTLN**
9 39064706 39288164 CNTNAP3
9 43684962 43923827 CNTNAP3B
9 43685195 43924057 CNTNAP3P2
9 123884047 123939888 CNTRL
9 123884047 123920884 CNTRL*
9 123837232 123923781 CNTRL**
9 123837232 123870822 CNTRL***
9 123837232 123920884 CNTRL****
9 123837232 123939888 CNTRL*****
9 101706188 101833069 COL15A1
9 116917816 117074791 COL27A1
9 137533648 137736688 COL5A1
9 137533650 137736688 COL5A1*
9 137541230 137544689 COL5A1-AS1
9 131085117 131096351 COQ4
9 100883256 100954919 CORO2A
9 100883256 100935174 CORO2A*
9 131857072 131873072 CRAT
9 126131057 126142605 CRB2
9 126118475 126141032 CRB2*
9 35732662 35736996 CREB3
9 111704856 111775779 CTNNAL1
9 90341033 90346384 CTSL
9 90387829 90401799 CTSL3P
9 90459659 90462339 CTSLP8
9 99791958 99801424 CTSV
9 99791958 99801925 CTSV*
9 123608959 123616651 CUTALP
9 123605352 123616651 CUTALP*
9 105757614 105780770 CYLC2
9 140119625 140120767 CYSRT1
9 124329380 124547809 DAB2IP
9 124505063 124545154 DAB2IP*
9 90113449 90323549 DAPK1
9 90112142 90323549 DAPK1*
9 90112781 90323549 DAPK1**
9 90112648 90323549 DAPK1***
9 90168368 90169363 DAPK1-IT1
9 136501484 136524451 DBH
9 136519708 136522530 DBH-AS1
9 37800793 37867661 DCAF10
9 37800550 37867665 DCAF10*
9 34086384 34126696 DCAF12
9 34613542 34620492 DCTN3
9 34613541 34620520 DCTN3*
9 11986 14525 DDX11L5
9 135468383 135545370 DDX31
9 135468383 135538713 DDX31*
9 135513249 135545788 DDX31**
9 135533473 135545788 DDX31***
9 135468383 135545788 DDX31****
9 135468383 135538804 DDX31*****
9 32455299 32526194 DDX58
9 117904096 118164923 DELEC1
9 126162374 126692405 DENND1A
9 126141932 126692417 DENND1A*
9 126175549 126692405 DENND1A**
9 19230690 19374277 DENND4C
9 139607023 139619194 DIPK1B
9 93372113 93405106 DIRAS2
9 139216997 139221779 DKFZP434A062
9 7796499 7799778 DMAC1
9 843288 969090 DMRT1
9 841696 969090 DMRT1*
9 1050353 1057554 DMRT2
9 1050356 1057552 DMRT2*
9 1051486 1057552 DMRT2**
9 1050356 1055866 DMRT2***
9 976654 991732 DMRT3
9 22446822 22455739 DMRTA1
9 34458749 34520987 DNAI1
9 34458802 34520982 DNAI1*
9 33025200 33039906 DNAJA1
9 33025270 33039905 DNAJA1*
9 34989741 34998897 DNAJB5
9 34990286 34998897 DNAJB5*
9 34989741 34998425 DNAJB5**
9 34985408 34989376 DNAJB5-DT
9 114393613 114416625 DNAJC25
9 114393631 114416631 DNAJC25*
9 114393613 114432506 DNAJC25-GNG10
9 139253934 139258196 DNLZ
9 130965657 131017523 DNM1
9 273047 465259 DOCK8
9 214864 465254 DOCK8*
9 273045 465254 DOCK8**
9 213459 215750 DOCK8-AS1
9 131707808 131709882 DOLK
9 131843389 131852717 DOLPP1
9 140448895 140473377 DPH7
9 140448895 140473044 DPH7*
9 130697377 130700133 DPM2
9 130699096 130700133 DPM2*
9 140004997 140009185 DPP7
9 131395939 131419129 DYNC2I2
9 37079892 37090398 EBLN3P
9 95255828 95298374 ECM2
9 95257593 95298374 ECM2*
9 114122968 114246663 ECPAS
9 114122964 114245842 ECPAS*
9 114122964 114246663 ECPAS**
9 139756570 139760760 EDF1
9 139757120 139760788 EDF1*
9 139560219 139567130 EGFL7
9 139557367 139567130 EGFL7*
9 139553307 139567130 EGFL7**
9 140513456 140730578 EHMT1
9 140513456 140688625 EHMT1*
9 140513456 140659228 EHMT1**
9 140513456 140678845 EHMT1***
9 23690102 23821307 ELAVL2
9 23690102 23826238 ELAVL2*
9 23690102 23821818 ELAVL2**
9 23690102 23850599 ELAVL2***
9 23690102 23821154 ELAVL2****
9 23690102 23822553 ELAVL2*****
9 23690102 23823130 ELAVL2******
9 111629796 111696404 ELP1
9 131580778 131584955 ENDOG
9 130577290 130617052 ENG
9 130577290 130609446 ENG*
9 130577294 130616937 ENG**
9 34521040 34522988 ENHO
9 139942558 139948513 ENTPD2
9 140328815 140335809 ENTPD8
9 139296373 139305066 ENTR1
9 112002006 112083244 EPB41L4B
9 111934253 112083339 EPB41L4B*
9 27284653 27297137 EQTN
9 27284653 27297148 EQTN*
9 98637972 98803374 ERCC6L2
9 98637972 98731122 ERCC6L2*
9 98637972 98746962 ERCC6L2**
9 98637972 98790511 ERCC6L2***
9 98637972 98780724 ERCC6L2****
9 5784571 5833117 ERMP1
9 102741469 102861282 ERP44
9 140260596 140317614 EXD3
9 140201347 140317614 EXD3*
9 140286253 140317614 EXD3**
9 133569166 133580279 EXOSC2
9 133569146 133580281 EXOSC2*
9 37779710 37785061 EXOSC3
9 37779710 37785089 EXOSC3*
9 130702860 130743268 FAM102A
9 130702860 130712993 FAM102A*
9 96213966 96328393 FAM120A
9 96213966 96293690 FAM120A*
9 96213977 96294871 FAM120A**
9 96205613 96213890 FAM120AOS
9 96205613 96215863 FAM120AOS*
9 96208776 96215883 FAM120AOS**
9 71394980 71400482 FAM122A
9 34393 35864 FAM138A
9 34393 35864 FAM138C
9 34393 35864 FAM138F
9 136442202 136474511 FAM163B
9 136442202 136451241 FAM163B*
9 140138051 140142203 FAM166A
9 35561827 35563875 FAM166B
9 71944240 72007390 FAM189A2
9 71939487 72007390 FAM189A2*
9 71940225 72007390 FAM189A2**
9 38621084 38623277 FAM201A
9 34723049 34729485 FAM205A
9 34830263 34838583 FAM205BP
9 34889063 34895761 FAM205C
9 35104113 35111449 FAM214B
9 35104113 35115859 FAM214B*
9 34398181 34458568 FAM219A
9 35816404 35828729 FAM221B
9 115875175 115882126 FAM225A
9 115867002 115873957 FAM225B
9 46163625 46168270 FAM242F
9 67792928 67794189 FAM27B
9 44990235 44991492 FAM27C
9 46116942 46118709 FAM27E2
9 46385603 46387373 FAM27E2*
9 67784943 67786625 FAM27E3
9 39371061 39376913 FAM74A1
9 39900345 39906219 FAM74A1*
9 41306132 41311985 FAM74A1**
9 41516053 41521999 FAM74A1***
9 65488295 65494240 FAM74A1****
9 40715523 40722679 FAM74A3
9 65487272 65494386 FAM74A4
9 41516053 41521999 FAM74A6
9 65488295 65494240 FAM74A6*
9 43608372 43615527 FAM74A7
9 134133464 134151897 FAM78A
9 42468588 42474238 FAM95B1
9 43027662 43033312 FAM95B1*
9 69476016 69481677 FAM95B1**
9 38540563 38545369 FAM95C
9 97872507 98079991 FANCC
9 97861335 98079991 FANCC*
9 97861335 98079536 FANCC**
9 35073835 35079939 FANCG
9 97365419 97401800 FBP1
9 97365419 97402545 FBP1*
9 97321002 97356106 FBP2
9 37510888 37576377 FBXO10
9 123519251 123555694 FBXW2
9 139834886 139839190 FBXW5
9 137795077 137809758 FCN1
9 137772655 137779368 FCN2
9 137772657 137779366 FCN2*
9 95709804 95798515 FGD3
